"id","sid","2015-10-08 00:05:00","2015-10-08 00:12:00","2015-10-08 00:34:00","2015-10-08 00:40:00","2015-10-08 01:32:00","2015-10-08 01:52:00","2015-10-08 02:52:00","2015-10-08 02:58:00","2015-10-08 04:13:00","2015-10-08 04:30:00","2015-10-08 05:58:00","2015-10-08 06:16:00","2015-10-08 06:41:00","2015-10-08 06:54:00","2015-10-08 07:07:00","2015-10-08 07:25:00","2015-10-08 07:38:00","2015-10-08 07:52:00","2015-10-08 08:05:00","2015-10-08 08:18:00","2015-10-08 08:31:00","2015-10-08 08:44:00","2015-10-08 08:57:00","2015-10-08 09:10:00","2015-10-08 09:22:00","2015-10-08 09:35:00","2015-10-08 09:48:00","2015-10-08 10:00:00","2015-10-08 10:12:00","2015-10-08 10:24:00","2015-10-08 10:37:00","2015-10-08 10:49:00","2015-10-08 11:03:00","2015-10-08 11:18:00","2015-10-08 11:33:00","2015-10-08 11:48:00","2015-10-08 12:02:00","2015-10-08 12:17:00","2015-10-08 12:32:00","2015-10-08 12:47:00","2015-10-08 12:59:00","2015-10-08 13:12:00","2015-10-08 13:24:00","2015-10-08 13:37:00","2015-10-08 13:49:00","2015-10-08 14:02:00","2015-10-08 14:15:00","2015-10-08 14:28:00","2015-10-08 14:40:00","2015-10-08 14:53:00","2015-10-08 15:07:00","2015-10-08 15:20:00","2015-10-08 15:33:00","2015-10-08 15:46:00","2015-10-08 15:59:00","2015-10-08 16:13:00","2015-10-08 16:26:00","2015-10-08 16:39:00","2015-10-08 16:52:00","2015-10-08 17:06:00","2015-10-08 17:19:00","2015-10-08 17:32:00","2015-10-08 17:53:00","2015-10-08 18:12:00","2015-10-08 18:25:00","2015-10-08 18:38:00","2015-10-08 18:51:00","2015-10-08 19:04:00","2015-10-08 19:17:00","2015-10-08 19:30:00","2015-10-08 19:43:00","2015-10-08 19:55:00","2015-10-08 20:08:00","2015-10-08 20:21:00","2015-10-08 20:39:00","2015-10-08 20:53:00","2015-10-08 21:03:00","2015-10-08 21:18:00","2015-10-08 21:29:00","2015-10-08 21:41:00","2015-10-08 21:53:00","2015-10-08 22:04:00","2015-10-08 22:16:00","2015-10-08 22:27:00","2015-10-08 22:38:00","2015-10-08 22:56:00","2015-10-08 23:04:00","2015-10-08 23:16:00","2015-10-08 23:24:00","2015-10-08 23:35:00","2015-10-08 23:50:00","2015-10-08 23:56:00"
"431",3170,"35","35","35","35","35","35","35","35","35","35","31","31","27","24","23","19","18","13","8","7","3","11","10","9","5","17","16","15","14","11","11","10","10","6","7","6","4","3","4","7","9","8","7","8","8","8","11","9","12","12","14","13","12","14","17","20","20","21","20","20","18","27","32","29","32","32","33","30","32","33","33","33","32","33","33","33","33","33","32","32","32","32","32","33","33","32","33","33","33","33","33","33"
"432",3172,"14","14","14","21","26","26","26","26","26","26","26","25","25","23","22","21","17","17","15","12","10","9","9","18","19","18","17","16","18","18","16","15","15","11","12","12","11","10","10","8","5","6","6","8","7","7","7","6","5","4","4","3","4","4","1","0","1","3","3","3","3","3","4","9","11","15","15","18","19","18","21","22","23","23","23","26","27","27","27","27","27","25","27","27","26","26","26","27","27","26","27","27"
"433",3175,"28","27","28","28","29","29","29","29","29","29","27","25","21","18","16","13","13","13","9","5","0","0","2","3","0","2","0","14","11","10","9","9","8","8","8","10","7","7","7","8","7","6","1","4","2","3","2","2","1","7","6","7","5","3","6","7","6","6","6","7","7","6","7","15","22","19","21","25","26","27","28","28","28","28","27","26","26","25","27","27","27","27","27","27","26","27","28","27","27","25","25","25"
"434",3176,"41","41","41","41","41","41","41","41","41","41","40","39","38","39","39","39","36","37","38","30","23","17","12","11","10","9","7","6","8","8","8","5","5","5","5","5","5","6","7","6","4","5","5","5","4","3","3","1","2","3","3","4","1","2","3","4","5","4","5","6","6","7","7","8","8","13","16","17","16","17","20","19","20","22","22","23","22","25","25","25","26","26","26","26","26","27","27","28","30","30","29","29"
"435",3177,"63","63","63","63","62","62","62","62","61","61","59","60","58","59","59","54","49","47","41","38","25","22","21","32","33","30","26","25","23","21","20","19","18","18","19","15","15","16","18","35","36","37","36","36","35","34","32","31","33","33","31","30","31","32","34","31","30","30","32","30","31","27","35","33","30","33","36","40","45","53","53","50","55","54","49","53","34","35","37","38","38","39","41","41","45","49","49","47","47","46","50","50"
"436",3178,"58","58","58","58","58","58","58","58","58","58","58","57","57","56","55","55","53","49","44","42","37","36","30","23","23","21","19","19","18","17","16","16","18","18","18","19","17","17","17","18","18","18","17","17","17","17","17","18","18","19","21","21","20","21","19","20","21","22","21","18","18","24","25","26","28","28","28","25","29","28","28","28","28","28","29","30","30","30","30","30","31","32","33","33","32","34","34","35","35","35","37","37"
"437",3179,"12","12","13","13","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","15","15","15","15","18","16","16","16","16","17","17","17","17","17","17","17","17","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","17","17","17","19","19","19","19","19","19","18","19","19","19","19","19","19","19","18","18","18","18","17","16","16","16","16","16","16","16"
"438",3180,"7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","5","5","4","4","4","2","1","1","2","1","1","0","1","1","1","1","1","3","3","1","1","1","3","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4"
"439",3183,"0","0","0","0","0","0","0","0","0","0","0","0","1","4","4","9","10","7","11","13","13","17","22","25","22","25","25","24","24","24","29","30","29","30","25","25","25","25","24","23","22","22","22","22","23","26","27","25","25","25","25","23","23","19","20","20","19","19","21","20","17","12","10","4","4","11","8","6","5","3","3","6","7","6","6","7","7","6","6","6","5","5","3","3","2","1","0","0","0","0","0","0"
"440",3184,"6","6","6","6","5","5","5","5","5","5","5","5","5","5","2","4","7","6","6","5","7","14","14","7","8","8","8","8","7","7","7","7","8","8","9","9","9","8","8","6","6","6","7","7","6","6","6","6","6","6","5","6","6","6","6","6","6","7","7","7","4","5","3","2","2","1","1","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"441",3185,"1","0","1","1","1","1","1","1","1","1","1","2","1","4","4","8","8","7","7","7","7","7","7","6","7","7","9","9","9","15","17","17","17","17","17","17","18","18","18","18","21","21","21","17","18","19","19","18","18","20","20","20","20","19","19","19","21","16","11","10","9","9","11","11","10","10","9","9","9","9","7","8","8","8","8","9","8","6","7","7","7","7","7","7","6","6","6","5","5","5","5","4"
"442",3186,"0","0","0","0","0","0","0","0","0","0","2","4","6","5","3","5","6","7","7","7","9","9","11","11","11","13","15","17","19","22","22","22","22","21","17","18","17","18","20","21","20","20","20","20","20","19","18","18","18","18","19","19","20","20","19","19","16","5","4","1","6","8","4","4","4","3","10","8","7","1","1","9","5","3","3","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1"
"443",3187,"17","17","18","18","18","19","19","19","18","18","18","18","19","19","17","14","15","14","14","13","14","14","13","12","12","11","9","9","8","8","8","8","7","8","8","7","7","8","8","7","7","7","6","5","4","3","4","4","4","4","4","4","3","3","5","5","5","5","6","5","5","6","3","3","3","3","3","5","5","6","6","7","6","7","8","8","8","8","9","11","12","11","13","13","12","12","11","12","12","12","12","10"
"444",3188,"7","7","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"445",3189,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"446",3190,"7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","5","5","5","5","5","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"447",3191,"8","8","8","8","8","8","8","8","8","8","8","8","8","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"448",3192,"13","13","13","13","13","13","13","13","13","13","12","11","10","10","10","10","9","9","8","8","7","7","7","7","7","7","6","6","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","3","3","3","4","5","4","5","5","6","6","6","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","11","11","12","12","12","12","12"
"449",3193,"9","9","9","9","9","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","8","7","6","6","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","5","5","4","4","5","5","4","4","4","5","5","5","5","5","5","5","5","5","6","6","6","6","6","5","5","6","6","6","6","6","7","7","7","7","7","7","8","10","10","10","10","11","11","11","11","11","11","11"
"450",3194,"2","2","2","2","4","4","4","4","4","4","2","1","1","1","0","0","0","1","0","7","8","6","4","4","4","4","4","4","3","1","1","1","1","1","1","1","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","4","4","5","5","5","5","5","5","6","7","7","9","10","13","9","7","8","10","10","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9"
"451",3195,"0","0","0","0","0","0","0","0","0","0","1","3","5","5","7","8","8","9","13","14","18","23","26","27","28","26","26","27","26","28","29","29","29","25","23","23","23","23","23","23","23","24","24","23","23","23","23","23","24","23","24","25","25","25","24","26","25","25","26","25","20","21","18","19","19","18","15","11","8","7","5","1","2","7","5","4","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"452",3196,"4","4","4","4","4","4","4","4","4","4","4","4","3","3","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","8","8","8","8","6","6","6","7","7","8","8","8","8","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7"
"453",3197,"9","9","9","9","10","10","10","10","9","9","9","9","9","9","8","8","8","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","7","8","8","9","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11"
"454",3198,"7","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"455",3199,"10","10","8","8","8","8","8","8","8","8","8","8","8","8","8","7","8","7","6","6","3","0","1","1","0","0","1","1","3","3","3","4","4","3","3","3","3","3","3","3","3","3","4","3","1","2","2","4","3","4","3","3","3","4","7","7","7","8","9","12","8","7","9","11","11","10","9","9","11","10","11","12","11","11","9","9","9","9","10","10","9","9","9","11","11","11","11","11","13","13","13","13"
"456",3200,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"457",3201,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","4","4","4","4","4","4","3","5","5","4","5","5","5","5","6","4","4","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7"
"458",3202,"0","0","0","0","1","0","0","0","1","1","2","2","3","3","3","2","2","2","2","3","5","9","12","13","15","15","16","17","18","18","18","18","16","16","16","12","13","14","14","14","14","14","14","16","17","17","18","18","18","17","16","16","16","14","9","8","9","10","9","7","6","10","5","9","11","8","7","4","1","1","0","0","0","0","8","9","7","6","6","4","2","2","2","1","1","2","1","1","1","0","0","0"
"459",3203,"20","20","20","20","20","20","20","20","20","20","19","19","18","18","17","17","15","16","12","10","5","0","0","0","0","0","5","5","5","3","2","2","2","2","3","3","2","2","2","2","1","1","1","0","0","0","1","1","1","2","1","1","1","2","3","3","6","3","5","7","8","10","14","16","8","12","13","16","18","21","23","23","23","18","19","22","22","22","22","22","22","24","24","24","24","22","22","23","23","24","24","24"
"460",3205,"13","13","13","13","13","13","13","13","13","13","13","13","10","10","10","10","12","12","12","13","13","11","9","8","8","8","8","8","9","8","7","7","7","7","7","7","7","7","7","7","8","7","7","8","8","8","7","7","7","7","7","7","7","6","6","6","6","6","6","8","6","6","6","8","8","8","8","8","9","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","9","9","9","9","9","9","9"
"461",3206,"4","4","4","4","3","3","3","3","4","4","4","5","5","5","5","5","5","5","5","4","4","4","4","4","5","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","5","5","5","5","5","5","5","5","5","4","4","4","3","3","3","2","3","3","3","3","3","3","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2"
"462",3207,"12","12","12","12","12","12","12","12","12","12","11","10","9","9","9","8","8","8","7","6","3","2","2","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","4","4","4","4","5","5","6","6","7","7","8","8","9","9","9","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11"
"463",3209,"17","17","17","17","17","17","17","17","17","17","16","16","16","16","15","13","11","13","11","8","4","9","7","6","6","4","4","8","8","6","6","6","6","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","8","10","10","10","10","9","10","10","12","13","15","17","15","15","15","16","17","7","7","6","8","8","8","9","9","9","10","11","12","12","12","12","13","14","14","14","14","16","16","16"
"464",3210,"7","7","7","7","7","7","7","7","7","7","6","6","6","6","5","5","4","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","4","4","4","4","4","4","4","4","4","4","5","4","3","3","3","4","4","4","4","4","5","5","5","6","6","8","9","9","9","9","9","9","9","9","8","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"465",3211,"9","9","9","9","8","8","9","9","9","9","9","9","9","9","9","8","8","7","11","11","9","7","7","7","7","5","5","6","5","5","6","6","5","6","6","6","6","6","7","7","7","7","7","6","6","4","5","5","5","4","4","4","5","5","5","5","4","4","4","4","3","4","3","4","6","6","5","5","6","6","5","7","9","8","7","5","4","3","2","3","2","3","3","3","2","2","3","2","2","0","0","0"
"466",3212,"7","7","7","7","8","8","8","8","8","8","8","8","7","7","7","7","7","7","6","6","6","4","4","2","1","1","0","0","0","0","4","8","8","8","8","8","8","8","8","8","8","8","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","7","7","7","7","7","9","10","11","11","11","11","11","11","11","11","11","11","11","11","11","13","13","13","13","13","13","13","13","13","13"
"467",3213,"19","19","19","19","19","19","18","18","18","18","18","18","16","16","16","15","17","15","15","15","13","12","10","8","5","3","10","10","9","9","9","9","9","10","10","9","9","9","8","8","8","7","7","7","7","7","7","7","7","7","8","10","10","10","10","10","10","9","9","10","11","14","15","17","17","17","18","18","19","21","18","11","6","7","7","9","9","10","10","11","11","11","12","12","12","11","11","11","11","11","11","11"
"468",3214,"17","17","17","17","17","17","17","17","17","17","17","16","14","14","13","10","9","8","6","11","10","10","7","7","11","11","11","11","11","11","10","10","10","10","11","11","11","11","11","11","11","12","13","13","12","12","11","12","12","12","12","12","10","9","9","10","11","11","11","10","12","12","15","17","14","15","8","13","14","15","17","17","19","20","18","15","15","15","16","16","17","17","17","17","17","17","18","18","18","18","18","18"
"469",3215,"9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8","8","8","8","8","8","8","8","8","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","9","10","11","11","11","11","11","11","11","11","11","11","10","10","10","10","10","10","10","10","10","10","10","10"
"470",3216,"9","9","9","9","9","9","9","9","9","9","9","9","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7"
"471",3217,"5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
