"id","sid","2015-10-08 00:05:00","2015-10-08 00:12:00","2015-10-08 00:34:00","2015-10-08 00:40:00","2015-10-08 01:32:00","2015-10-08 01:52:00","2015-10-08 02:52:00","2015-10-08 02:58:00","2015-10-08 04:13:00","2015-10-08 04:30:00","2015-10-08 05:58:00","2015-10-08 06:16:00","2015-10-08 06:41:00","2015-10-08 06:54:00","2015-10-08 07:07:00","2015-10-08 07:25:00","2015-10-08 07:38:00","2015-10-08 07:52:00","2015-10-08 08:05:00","2015-10-08 08:18:00","2015-10-08 08:31:00","2015-10-08 08:44:00","2015-10-08 08:57:00","2015-10-08 09:10:00","2015-10-08 09:22:00","2015-10-08 09:35:00","2015-10-08 09:48:00","2015-10-08 10:00:00","2015-10-08 10:12:00","2015-10-08 10:24:00","2015-10-08 10:37:00","2015-10-08 10:49:00","2015-10-08 11:03:00","2015-10-08 11:18:00","2015-10-08 11:33:00","2015-10-08 11:48:00","2015-10-08 12:02:00","2015-10-08 12:17:00","2015-10-08 12:32:00","2015-10-08 12:47:00","2015-10-08 12:59:00","2015-10-08 13:12:00","2015-10-08 13:24:00","2015-10-08 13:37:00","2015-10-08 13:49:00","2015-10-08 14:02:00","2015-10-08 14:15:00","2015-10-08 14:28:00","2015-10-08 14:40:00","2015-10-08 14:53:00","2015-10-08 15:07:00","2015-10-08 15:20:00","2015-10-08 15:33:00","2015-10-08 15:46:00","2015-10-08 15:59:00","2015-10-08 16:13:00","2015-10-08 16:26:00","2015-10-08 16:39:00","2015-10-08 16:52:00","2015-10-08 17:06:00","2015-10-08 17:19:00","2015-10-08 17:32:00","2015-10-08 17:53:00","2015-10-08 18:12:00","2015-10-08 18:25:00","2015-10-08 18:38:00","2015-10-08 18:51:00","2015-10-08 19:04:00","2015-10-08 19:17:00","2015-10-08 19:30:00","2015-10-08 19:43:00","2015-10-08 19:55:00","2015-10-08 20:08:00","2015-10-08 20:21:00","2015-10-08 20:39:00","2015-10-08 20:53:00","2015-10-08 21:03:00","2015-10-08 21:18:00","2015-10-08 21:29:00","2015-10-08 21:41:00","2015-10-08 21:53:00","2015-10-08 22:04:00","2015-10-08 22:16:00","2015-10-08 22:27:00","2015-10-08 22:38:00","2015-10-08 22:56:00","2015-10-08 23:04:00","2015-10-08 23:16:00","2015-10-08 23:24:00","2015-10-08 23:35:00","2015-10-08 23:50:00","2015-10-08 23:56:00"
"46",248,"2","2","2","2","3","3","3","3","3","3","3","4","5","5","5","3","3","3","4","6","7","8","10","17","18","20","23","23","23","23","21","22","23","23","23","22","23","23","21","23","22","22","23","23","22","22","22","21","23","22","20","19","18","18","18","18","18","18","18","19","18","19","17","12","10","8","8","3","5","5","5","4","3","4","3","4","4","4","4","3","3","3","3","3","2","3","3","3","3","3","2","2"
"47",249,"0","0","0","0","3","3","3","3","3","3","2","2","2","2","2","8","9","7","8","7","11","13","15","18","23","26","26","26","26","26","26","26","26","26","25","25","25","26","26","26","26","26","26","26","26","26","26","26","26","25","25","25","24","25","25","24","23","24","23","22","23","24","26","24","22","18","16","13","12","10","7","2","1","1","1","2","0","0","1","1","1","1","1","3","2","1","1","2","2","2","2","2"
"48",250,"0","0","0","0","1","1","1","1","0","1","1","3","5","7","7","10","10","9","11","14","15","14","20","27","25","26","30","31","32","33","34","35","34","33","32","32","28","29","30","31","29","32","30","29","32","31","32","32","34","34","34","34","35","35","32","32","34","29","32","31","31","32","28","21","16","8","4","1","3","1","2","3","2","6","1","3","3","0","0","3","5","3","1","0","0","1","2","1","0","0","0","0"
"49",251,"11","11","10","10","11","11","11","11","11","11","11","11","10","9","9","5","5","6","7","5","3","1","5","5","2","1","3","1","2","4","1","5","11","16","14","17","21","18","19","17","19","20","22","25","27","23","22","25","24","26","27","26","26","27","26","27","27","27","27","25","26","27","27","27","24","24","27","25","26","25","25","21","24","23","22","17","17","17","14","12","12","10","10","13","13","14","12","18","19","17","17","19"
"50",252,"19","18","16","16","16","16","16","16","16","16","16","17","17","16","17","14","14","17","16","19","15","12","11","10","13","15","15","11","11","9","7","9","8","7","5","5","2","4","6","9","13","13","16","17","18","22","23","26","26","25","25","21","20","20","20","21","21","24","17","18","20","21","25","26","23","28","30","31","30","29","31","31","29","31","31","29","27","24","24","22","23","22","20","19","19","23","22","24","24","22","22","21"
"51",253,"0","0","0","0","0","0","0","0","0","0","4","5","8","7","6","5","5","1","5","9","14","15","22","23","23","25","26","28","27","29","31","34","38","37","46","49","50","50","51","52","53","53","52","51","48","46","43","42","42","43","38","36","37","38","40","41","35","35","30","30","28","25","25","27","33","37","36","38","36","39","37","35","26","26","23","25","20","20","20","19","17","17","16","16","16","15","14","14","14","12","10","10"
"52",257,"0","0","0","0","1","1","0","0","2","2","2","1","0","1","1","1","2","1","2","6","5","4","7","9","12","18","19","23","29","31","36","36","36","35","33","34","36","38","35","35","37","35","32","31","35","34","34","32","31","30","30","31","33","33","35","35","31","31","30","30","29","26","23","19","20","17","15","17","10","9","10","9","5","5","5","4","4","1","0","0","1","1","0","0","2","2","2","2","3","4","4","5"
"53",258,"7","7","8","8","6","5","5","5","6","6","6","5","4","4","4","4","3","0","0","0","1","0","1","0","1","0","0","0","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","3","0","0","3","4","5","4","4","5","5","7","8","9","9","11","12","12","11","11","11","12","12","12","13","14","14","15","16","16","17","17","17","17","17","17"
"54",259,"1","1","1","1","1","1","1","1","1","1","1","0","2","2","2","3","2","2","1","4","7","12","20","22","24","24","26","28","30","29","29","29","27","24","21","21","23","24","25","25","22","21","19","19","18","18","17","21","21","25","23","26","25","25","28","26","25","26","24","24","17","12","3","0","0","5","6","3","3","2","1","1","1","1","2","3","3","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4"
"55",260,"0","1","1","1","1","1","1","1","1","1","1","1","3","3","4","6","8","12","13","15","19","17","14","18","19","22","26","26","29","29","28","28","30","31","31","31","31","31","29","29","30","32","31","32","33","34","33","34","34","34","33","31","30","30","28","26","23","21","20","17","14","8","4","0","0","1","3","3","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56",261,"12","12","13","13","13","14","14","14","14","14","13","13","10","10","9","8","8","8","9","10","7","6","6","5","5","5","6","7","8","11","10","9","9","9","9","9","6","6","4","3","4","3","1","0","0","2","2","3","3","3","3","3","3","3","4","4","4","2","3","3","3","4","6","6","7","7","9","7","8","8","9","8","9","8","11","10","10","12","12","13","11","11","11","9","9","9","10","11","11","11","11","12"
"57",262,"18","18","18","18","18","18","19","19","19","19","19","19","18","18","18","16","15","15","14","10","9","8","8","7","5","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","4","3","4","3","3","3","4","3","2","3","4","4","5","6","5","6","6","6","7","7","7","7","7","7","8","9","9","9","9","9","9"
"58",263,"7","7","8","8","8","8","7","7","6","6","5","4","3","4","2","2","1","0","0","0","2","0","0","1","2","3","0","1","2","2","2","3","4","1","0","2","5","5","7","7","7","10","8","7","7","7","3","2","3","2","3","1","0","0","0","1","1","0","1","4","2","2","0","4","3","0","0","3","6","6","6","6","6","7","12","12","12","11","10","11","11","12","9","10","8","7","7","5","9","10","10","10"
"59",264,"2","2","3","3","4","4","5","5","6","6","4","4","3","3","2","2","4","6","6","10","12","22","24","24","23","24","24","24","24","24","24","23","23","23","24","23","23","24","24","22","21","22","21","21","21","22","21","21","23","22","20","20","21","24","24","24","24","22","22","20","19","15","11","0","1","0","1","2","0","0","1","0","0","0","4","3","4","4","4","6","5","5","5","5","5","5","5","5","5","6","5","5"
"60",265,"31","31","31","31","32","31","18","18","18","18","17","17","19","20","20","20","19","18","19","18","17","14","15","9","2","0","0","1","1","1","2","3","3","0","0","0","0","0","0","2","3","1","2","1","0","1","0","0","0","1","0","0","1","2","7","5","8","9","9","10","10","11","11","15","23","26","28","33","30","31","28","31","33","29","31","31","33","30","31","31","32","29","29","30","29","29","28","28","28","28","27","26"
"61",266,"24","24","24","24","24","24","24","24","14","14","14","14","14","13","13","13","12","12","11","8","7","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","2","3","3","2","3","2","0","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","3","2","2","4","5","6","10","12","12","14","16","17","17","17","17","19","19","21","22","22","22","23","23","23","23","23","24","24","24"
"62",267,"1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","2","5","0","1","5","4","5","4","5","4","5","5","4","6","3","2","3","7","4","3","3","3","3","1","1","0","0","3","5","5","6","6","5","10","7","6","7","6","2","1","4","0","0","1","1","2","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0"
"63",268,"5","5","4","4","5","5","5","5","4","4","3","3","2","1","1","1","1","1","4","0","4","4","7","9","11","16","19","24","23","23","21","21","21","21","20","24","24","24","21","17","18","17","17","15","13","15","18","19","17","19","16","16","12","11","12","14","11","11","11","7","7","2","0","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","2","2","2","1"
"64",270,"21","22","22","22","22","22","22","22","22","22","21","20","18","18","18","17","18","15","14","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","2","4","2","1","0","1","1","2","1","3","5","4","9","10","12","13","13","18","19","21","21","21","21","14","14","14","16","15","14","14","13","16","16","18","19","19","19","20","20","21","21","21"
"65",274,"17","17","16","16","4","4","4","4","4","4","4","4","4","4","3","3","3","3","4","4","4","3","1","1","0","0","0","0","0","0","0","0","0","1","1","3","3","3","3","3","3","2","3","2","0","0","0","0","0","0","1","1","1","2","2","3","2","2","2","3","4","4","5","6","4","3","3","4","4","3","3","3","1","1","0","1","0","0","0","0","0","0","0","0","2","2","2","3","4","4","5","5"
"66",275,"16","16","16","16","16","16","16","16","16","16","16","16","15","15","13","13","11","9","9","10","8","7","6","4","4","3","2","2","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","0","0","0","0","0","0","0","1","3","2","2","2","2","2","3","3","2","2","2","2","2","2","2","3","2","4","4","4","3","3","3","5","5","5","5","6","6","6","6","6","6"
"67",276,"2","2","2","2","2","2","2","2","2","2","2","1","1","0","0","1","0","0","0","0","1","1","3","3","3","3","3","9","16","17","17","23","23","22","21","21","21","20","19","17","18","18","20","21","22","24","25","25","25","24","23","22","22","20","21","21","23","23","21","23","23","24","22","22","20","19","14","12","11","8","6","5","5","5","6","9","8","8","8","7","6","6","7","7","7","7","7","7","7","7","7","7"
"68",278,"15","15","15","15","15","15","15","15","15","13","12","14","14","13","13","11","11","10","9","9","8","4","0","0","0","0","6","5","5","5","5","6","7","7","7","7","6","5","5","5","5","5","5","5","5","5","6","7","7","6","6","6","6","6","6","6","5","5","6","6","5","5","5","5","5","5","7","6","8","10","10","10","10","11","13","13","13","13","13","14","14","14","14","14","14","12","12","12","12","12","12","11"
"69",279,"7","8","8","9","9","9","10","10","11","11","11","11","11","11","11","11","13","15","15","15","16","15","14","14","19","18","16","16","17","15","15","17","19","19","22","22","23","23","22","22","24","24","24","25","28","28","27","27","27","26","26","26","29","29","25","24","25","25","29","29","24","25","29","30","25","25","24","24","26","25","24","24","27","28","26","26","27","28","28","26","26","26","27","27","27","27","28","28","28","15","5","5"
"70",280,"23","23","23","23","21","22","22","22","22","22","21","21","22","22","22","20","15","14","12","12","12","12","7","7","8","8","6","5","9","10","8","6","8","6","9","12","12","19","18","17","15","17","18","22","22","22","19","20","20","19","17","14","19","19","22","26","26","23","21","26","25","22","29","23","22","19","17","17","22","25","19","19","21","21","24","23","23","25","26","25","26","26","26","26","26","25","25","26","26","27","26","26"
"71",281,"1","2","1","1","3","3","4","4","4","4","5","5","9","10","13","15","19","23","29","36","44","45","53","52","53","52","50","54","50","47","53","53","54","54","47","36","38","36","42","45","47","45","46","46","44","42","44","44","41","41","44","35","38","32","30","32","41","44","42","41","37","29","3","0","0","0","2","0","0","0","1","0","0","0","0","1","0","1","1","1","1","2","1","0","2","3","1","0","0","0","0","0"
"72",282,"17","15","17","17","17","17","17","17","18","18","17","16","16","15","15","16","16","15","15","15","17","16","16","16","15","14","13","13","13","10","10","11","12","12","11","10","10","15","11","13","10","10","14","14","14","14","14","13","11","12","10","10","10","10","10","10","11","11","12","13","15","16","13","12","12","12","13","13","13","13","11","11","10","11","11","11","12","12","12","12","12","12","13","12","12","12","13","13","13","13","14","14"
"73",284,"36","35","34","34","31","31","30","30","16","14","13","12","11","14","15","15","19","19","23","28","27","24","20","18","15","13","10","8","7","6","6","2","1","1","3","2","3","2","4","6","2","0","2","7","2","5","0","3","6","8","12","10","11","7","6","8","7","11","11","14","15","18","23","32","32","32","32","30","32","29","38","38","41","40","38","40","40","41","40","41","41","39","40","40","40","40","40","39","37","38","38","40"
"74",285,"0","0","0","1","2","2","3","4","3","2","7","6","11","11","15","17","20","22","23","23","27","33","39","40","42","44","42","45","43","44","45","44","45","40","38","34","42","39","37","33","34","33","37","34","38","39","42","41","40","37","40","43","39","38","38","42","41","37","38","35","30","26","17","16","10","9","5","2","1","8","14","8","5","3","3","4","6","9","9","10","4","2","3","2","0","1","2","6","5","5","5","5"
"75",289,"5","6","6","6","7","7","7","7","7","7","7","7","7","7","7","6","6","5","5","5","3","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","7","11","11","12","13","13","13","13","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12"
"76",290,"5","4","4","4","5","5","4","5","12","12","10","10","9","9","8","8","9","5","2","1","0","1","0","1","4","4","5","6","9","7","6","6","6","7","6","7","7","6","6","5","5","4","4","2","1","1","0","0","1","1","2","1","3","1","0","0","0","2","2","4","3","2","3","4","6","0","2","4","4","3","2","2","2","1","1","1","2","0","0","0","1","1","0","0","0","0","0","1","1","1","1","2"
"77",291,"16","16","17","17","17","17","17","17","17","17","16","16","14","14","14","12","13","14","12","9","7","3","2","0","1","2","2","0","0","0","0","0","0","0","0","0","0","2","11","11","12","13","12","12","12","12","13","12","11","11","10","9","9","9","9","9","10","9","8","9","11","11","12","14","13","14","15","16","16","16","16","17","17","17","16","17","17","17","17","17","17","17","17","17","16","17","17","17","17","17","17","17"
"78",293,"2","3","3","3","0","0","1","1","0","0","4","5","7","8","13","18","24","30","39","46","47","50","49","52","52","51","49","50","50","44","49","51","52","50","52","52","52","52","47","48","45","46","46","47","46","47","47","43","43","42","44","45","45","47","50","46","46","46","47","35","26","25","16","9","3","3","12","11","12","14","28","28","30","33","32","20","26","24","23","23","23","19","15","10","10","10","9","9","9","11","8","8"
"79",295,"10","10","10","10","12","12","11","11","10","10","11","11","11","11","11","8","8","8","8","8","7","5","5","4","4","2","1","2","1","1","1","0","0","1","1","2","1","0","0","0","2","5","6","8","7","7","6","5","4","5","5","3","3","2","3","2","2","2","3","2","3","3","5","5","6","6","10","8","11","11","12","13","14","14","14","15","14","16","17","17","16","18","17","17","21","22","22","23","23","22","22","22"
"80",296,"18","19","18","18","16","16","16","16","16","16","16","15","14","14","14","12","12","10","11","12","13","10","8","8","7","6","7","6","7","6","6","11","11","11","12","10","12","12","14","15","12","9","11","10","9","11","12","9","8","7","5","3","2","2","3","6","6","7","6","4","4","5","5","10","10","11","11","11","10","10","11","10","10","10","9","8","10","10","10","9","11","12","12","12","12","13","12","12","11","13","13","13"
"81",297,"14","14","15","15","16","16","16","16","16","16","16","19","17","16","15","15","12","9","9","7","13","5","1","2","1","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","2","5","6","4","4","5","5","1","3","3","2","2","3","5","3","2","7","8","10","10","4","0","1","8","9","7","6","3","7","8","14","8","10","9","6","3","2","6","8","5","4","4","4","5","7","4","4","4","3"
"82",298,"23","23","14","8","8","8","8","8","8","9","9","9","9","9","9","9","8","8","8","8","8","8","8","6","7","3","2","2","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","2","2","4","4","5","7","6","8","9","9","9","10","10","10","11","10","10","10","10","10","10","11","12","12","12","13","13","13"
"83",300,"31","30","28","28","26","26","24","24","23","23","21","22","22","22","21","20","20","20","18","23","22","20","17","20","21","20","20","18","21","18","18","18","17","16","17","19","15","16","14","13","14","14","14","12","11","11","12","13","11","11","11","16","14","15","15","14","13","9","9","8","7","4","4","3","10","17","20","34","31","36","39","43","46","49","49","49","48","45","44","44","46","47","47","47","47","47","47","48","47","34","21","21"
"84",301,"24","25","25","25","32","32","33","33","32","32","31","31","30","30","30","25","26","24","25","19","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","2","3","4","2","0","1","5","2","7","4","5","4","1","0","1","2","4","8","4","5","5","7","10","15","20","29","34","36","36","36","33","32","35","36","36","37","37","36","36","37","37","36","31","32","35","37","37","37","37","37","22","23","23"
"85",302,"22","22","22","22","23","23","23","23","14","14","13","13","13","12","10","8","7","6","3","4","2","1","1","2","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","0","2","0","0","0","0","2","4","5","5","3","3","2","2","2","3","2","1","0","0","0","3","5","5","8","9","10","11","11","11","14","21","20","21","21","21","20","21","21","21","21","20","21","21","21","21","21","21","20","20"
"86",303,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","4","3","3","2","4","5","7","13","18","20","24","24","28","29","30","30","30","27","28","30","30","30","29","30","30","29","30","28","30","29","28","27","27","29","28","28","29","25","25","27","28","30","30","28","26","29","25","21","22","20","21","20","21","19","17","19","20","20","16","14","14","13","13","9","7","7","7","7","7","4","5","5","5","4","4","4"
"87",304,"2","2","3","3","3","3","3","3","3","3","2","2","1","1","1","4","5","9","12","12","15","20","29","30","33","32","33","34","35","35","35","35","35","35","35","36","36","34","34","36","35","34","36","34","32","35","36","35","32","32","32","33","31","34","34","34","34","34","27","25","18","10","0","0","1","0","3","5","6","7","2","1","1","1","2","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"88",305,"15","20","20","20","19","2","2","2","2","2","3","5","8","10","10","15","18","24","27","27","29","30","29","29","29","30","29","31","29","30","31","31","31","30","31","29","29","29","31","28","24","23","26","26","26","25","25","26","28","30","29","31","29","27","29","28","30","28","29","21","15","10","0","0","0","2","2","2","1","0","0","1","1","1","0","0","0","1","0","1","2","1","1","0","0","0","0","0","2","2","2","2"
"89",306,"14","13","14","13","15","15","15","15","15","15","16","15","15","14","12","16","18","20","21","17","18","19","17","17","18","20","19","21","24","24","23","22","22","24","24","24","24","26","25","27","27","27","28","29","29","32","32","34","34","34","33","31","29","27","28","26","25","24","25","21","19","19","17","15","15","13","12","12","9","8","6","2","0","1","1","1","1","2","1","2","3","2","2","2","3","4","4","4","5","5","4","4"
"90",307,"24","24","24","24","24","24","25","25","25","25","23","22","21","22","19","18","18","16","17","17","16","16","13","9","5","2","2","1","5","5","3","2","2","2","3","3","1","1","2","4","6","5","3","3","3","3","1","0","3","2","3","3","0","3","2","0","0","2","4","0","3","4","0","0","2","3","1","14","11","11","12","10","9","7","8","8","8","8","10","11","13","16","16","14","14","13","11","13","13","15","14","14"
"91",308,"6","15","15","16","16","16","16","16","17","17","17","17","16","14","13","13","14","12","12","12","11","9","8","10","8","8","8","6","7","7","7","7","8","8","10","10","10","11","10","10","13","13","12","14","14","13","13","10","10","9","9","9","10","7","6","5","5","6","5","6","6","6","5","7","9","10","7","5","6","8","12","12","10","11","7","6","6","5","5","5","6","7","7","7","7","9","10","10","10","8","8","9"
"92",309,"1","1","1","1","1","2","2","2","2","2","7","8","17","21","25","29","29","30","28","28","31","35","35","38","39","40","40","39","40","39","40","40","40","41","39","41","41","39","38","33","29","30","29","29","29","24","23","18","25","18","17","14","18","21","23","22","22","27","30","32","28","27","21","14","10","8","4","2","3","2","2","1","0","0","0","0","0","0","0","1","2","2","3","5","4","4","5","4","4","4","3","3"
"93",310,"36","29","18","18","19","19","19","19","19","19","19","19","18","17","17","17","17","16","16","14","14","14","15","14","12","11","9","8","9","7","7","8","8","9","8","8","8","8","8","8","9","9","9","9","11","12","11","11","11","11","11","11","11","11","12","13","13","10","8","8","8","13","18","16","16","21","20","19","22","21","21","20","17","18","19","19","20","19","20","20","19","19","19","18","19","18","18","20","19","19","19","19"
"94",311,"12","14","12","12","12","12","12","12","12","12","12","11","8","7","6","6","7","5","5","7","7","4","1","3","2","2","0","1","1","0","0","0","0","2","1","1","2","3","1","0","2","2","3","2","2","2","4","4","4","4","3","4","5","3","3","2","0","0","3","1","4","7","4","0","2","1","2","2","4","4","4","3","5","9","11","12","13","12","14","15","13","12","11","11","10","10","13","13","14","14","14","14"
"95",312,"24","20","16","15","13","13","12","12","12","12","12","13","15","14","13","12","12","8","7","2","0","0","0","0","0","1","0","1","0","0","0","1","2","0","0","1","1","0","0","0","0","1","0","1","2","2","1","3","3","1","2","2","1","4","4","3","2","1","3","3","3","4","10","12","14","13","19","26","28","28","28","28","27","27","27","26","27","26","27","27","27","27","25","23","21","21","21","24","24","25","25","25"
"96",313,"9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","7","6","6","6","5","3","1","0","0","1","0","1","2","2","2","2","3","2","0","1","1","1","1","0","1","2","4","5","6","8","6","6","6","5","4","5","7","5","4","5","4","3","1","0","0","0","0","2","0","0","0","0","1","0","0","0","1","1","1","2","2","1","1","3","3","3","3","3","4","4","5","6","7","7","7","8","8"
"97",314,"0","0","0","0","1","1","1","1","2","2","2","2","4","5","7","6","6","10","10","11","13","13","12","13","13","14","12","10","11","11","11","11","12","12","13","12","12","11","8","6","6","6","6","6","5","5","6","7","8","9","9","11","11","9","11","12","12","12","13","14","12","13","13","11","5","5","4","4","3","1","0","0","2","0","0","2","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"98",315,"2","2","2","2","2","3","3","3","3","3","3","3","2","0","0","0","4","1","6","4","6","13","20","25","25","25","24","25","25","25","25","25","24","25","20","16","18","18","18","18","17","18","20","17","18","17","17","16","15","13","15","21","15","18","18","21","22","18","17","19","17","20","20","15","11","10","8","5","6","5","3","2","5","5","5","2","2","2","2","1","0","1","1","1","1","1","1","1","1","1","1","1"
"99",316,"0","0","1","2","2","2","2","2","3","3","2","2","1","1","2","1","3","3","2","3","4","6","7","9","8","9","9","7","5","4","5","6","6","7","6","8","11","13","13","10","11","11","12","11","13","13","16","14","15","15","15","16","14","13","13","14","14","12","10","11","8","6","3","1","0","1","0","2","2","1","2","2","2","1","1","1","1","0","0","2","2","3","3","3","4","4","5","4","4","4","4","4"
"100",317,"27","27","27","27","27","27","26","26","26","25","25","24","23","23","23","16","15","11","6","1","0","2","1","0","0","0","0","0","0","0","0","1","5","3","0","1","0","0","2","1","2","0","1","0","0","1","0","3","6","6","7","7","7","7","6","8","9","8","8","13","18","22","24","27","27","26","26","25","26","26","26","26","26","25","25","26","26","26","26","26","23","24","24","25","23","24","24","24","24","25","25","25"
"101",318,"0","0","0","0","1","1","1","1","1","1","6","7","8","8","7","8","4","0","3","8","14","28","25","27","24","27","25","25","24","23","25","26","25","24","25","24","26","22","25","25","26","26","26","26","25","25","23","24","22","22","19","20","21","22","24","21","16","17","19","20","11","8","0","1","0","0","1","0","3","0","1","1","1","0","0","0","1","0","1","1","1","1","0","0","1","3","3","1","0","0","0","0"
"102",319,"0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","4","3","4","4","2","4","3","5","7","9","10","9","9","9","11","10","12","15","14","14","10","9","8","8","11","12","12","14","14","13","11","9","10","9","10","9","11","11","9","11","12","14","12","16","14","12","12","6","5","0","3","0","0","0","1","1","1","1","0","0","0","0","0","1","1","2","2","2","2","1","0","0","0","0","0","0"
